"region","gcam.consumer","subregional.population.share","subregional.income.share","year"
"Indonesia","d10",0.1,0.263767542,2070
"Russia","d9",0.1,0.134403137,2070
"South Asia","d10",0.1,0.262779041,2070
"European Free Trade Association","d8",0.1,0.113434882,2070
"Australia_NZ","d9",0.1,0.134185375,2070
"South Korea","d8",0.1,0.11307471,2070
"Taiwan","d10",0.1,0.191369213,2070
"Brazil","d10",0.1,0.31095465,2070
"EU-12","d10",0.1,0.202264223,2070
"USA","d9",0.1,0.144186691,2070
"European Free Trade Association","d9",0.1,0.130774327,2070
"Colombia","d10",0.1,0.315244548,2070
"South Korea","d9",0.1,0.130181568,2070
"EU-15","d10",0.1,0.2125086,2070
"European Free Trade Association","d10",0.1,0.197831905,2070
"China","d10",0.1,0.24942245,2070
"Japan","d10",0.1,0.223478817,2070
"Argentina","d10",0.1,0.26580006,2070
"Canada","d10",0.1,0.212251052,2070
"Mexico","d10",0.1,0.300996419,2070
"South Africa","d10",0.1,0.399883183,2070
"Russia","d10",0.1,0.228639267,2070
"Australia_NZ","d10",0.1,0.22530366,2070
"South Korea","d10",0.1,0.199773254,2070
"USA","d10",0.1,0.295265573,2070
"Africa_Western","d1",0.1,0.029414084,2075
"Africa_Eastern","d1",0.1,0.030206656,2075
"Africa_Southern","d1",0.1,0.031801887,2075
"Africa_Eastern","d2",0.1,0.045574359,2075
"South Africa","d1",0.1,0.016220568,2075
"Africa_Southern","d2",0.1,0.04583365,2075
"Africa_Eastern","d3",0.1,0.054618997,2075
"Central America and Caribbean","d1",0.1,0.029501443,2075
"Africa_Western","d2",0.1,0.03943542,2075
"India","d1",0.1,0.028362385,2075
"Southeast Asia","d1",0.1,0.026792354,2075
"Pakistan","d1",0.1,0.044235941,2075
"Africa_Eastern","d4",0.1,0.063147457,2075
"Africa_Southern","d3",0.1,0.055797436,2075
"Central Asia","d1",0.1,0.041330382,2075
"Brazil","d1",0.1,0.02812876,2075
"Africa_Western","d3",0.1,0.052863109,2075
"Africa_Eastern","d5",0.1,0.071712226,2075
"Colombia","d1",0.1,0.028247169,2075
"Africa_Southern","d4",0.1,0.064427567,2075
"South Africa","d2",0.1,0.027927493,2075
"South America_Southern","d1",0.1,0.030877342,2075
"Africa_Eastern","d6",0.1,0.081630977,2075
"Africa_Western","d4",0.1,0.062544409,2075
"Pakistan","d2",0.1,0.062773442,2075
"Southeast Asia","d2",0.1,0.039258388,2075
"Central America and Caribbean","d2",0.1,0.041679622,2075
"Africa_Southern","d5",0.1,0.072760607,2075
"India","d2",0.1,0.043302084,2075
"Africa_Eastern","d7",0.1,0.093875209,2075
"Middle East","d1",0.1,0.035452375,2075
"Africa_Southern","d6",0.1,0.082230475,2075
"Pakistan","d3",0.1,0.072299305,2075
"Indonesia","d1",0.1,0.036622417,2075
"Africa_Western","d5",0.1,0.072234473,2075
"Brazil","d2",0.1,0.04317986,2075
"South Africa","d3",0.1,0.036822595,2075
"Africa_Southern","d7",0.1,0.093023581,2075
"India","d3",0.1,0.052689162,2075
"Central America and Caribbean","d3",0.1,0.05192026,2075
"South Asia","d1",0.1,0.037659056,2075
"South America_Northern","d1",0.1,0.039649837,2075
"Pakistan","d4",0.1,0.079781661,2075
"Africa_Eastern","d8",0.1,0.111683134,2075
"Europe_Non_EU","d1",0.1,0.034211953,2075
"Central Asia","d2",0.1,0.057247411,2075
"Africa_Western","d6",0.1,0.084044841,2075
"Southeast Asia","d3",0.1,0.047920731,2075
"Colombia","d2",0.1,0.043115185,2075
"Mexico","d1",0.1,0.031485759,2075
"Pakistan","d5",0.1,0.086532997,2075
"EU-12","d1",0.1,0.043302706,2075
"Africa_Northern","d1",0.1,0.043155821,2075
"India","d4",0.1,0.061285773,2075
"Pakistan","d6",0.1,0.093522664,2075
"Africa_Southern","d8",0.1,0.110477122,2075
"Africa_Eastern","d9",0.1,0.147973093,2075
"Brazil","d3",0.1,0.052696786,2075
"Central America and Caribbean","d4",0.1,0.060096575,2075
"South America_Southern","d2",0.1,0.043100726,2075
"South Africa","d4",0.1,0.045923691,2075
"Argentina","d1",0.1,0.035563583,2075
"Pakistan","d7",0.1,0.101642068,2075
"Middle East","d2",0.1,0.0503866,2075
"Europe_Eastern","d1",0.1,0.048172826,2075
"Central Asia","d3",0.1,0.064655329,2075
"Colombia","d3",0.1,0.052464688,2075
"India","d5",0.1,0.070142799,2075
"Southeast Asia","d4",0.1,0.056591213,2075
"Indonesia","d2",0.1,0.053379687,2075
"Africa_Western","d7",0.1,0.098072143,2075
"China","d1",0.1,0.037884743,2075
"Brazil","d4",0.1,0.061428694,2075
"Central America and Caribbean","d5",0.1,0.068889606,2075
"Pakistan","d8",0.1,0.112298113,2075
"Central Asia","d4",0.1,0.072365942,2075
"South America_Northern","d2",0.1,0.057135244,2075
"South Asia","d2",0.1,0.054425097,2075
"USA","d1",0.1,0.030435199,2075
"Africa_Southern","d9",0.1,0.144301883,2075
"EU-15","d1",0.1,0.042925462,2075
"South Africa","d5",0.1,0.056052591,2075
"Southeast Asia","d5",0.1,0.066781162,2075
"Middle East","d3",0.1,0.059046015,2075
"India","d6",0.1,0.080295392,2075
"Europe_Non_EU","d2",0.1,0.050273073,2075
"Colombia","d4",0.1,0.06103642,2075
"Africa_Western","d8",0.1,0.115682645,2075
"South America_Southern","d3",0.1,0.053478179,2075
"Central Asia","d5",0.1,0.080914611,2075
"Indonesia","d3",0.1,0.06279517,2075
"Brazil","d5",0.1,0.070432523,2075
"Mexico","d2",0.1,0.046847786,2075
"Africa_Northern","d2",0.1,0.061152541,2075
"Central America and Caribbean","d6",0.1,0.079771154,2075
"Pakistan","d9",0.1,0.13144357,2075
"South America_Northern","d3",0.1,0.066610868,2075
"South Asia","d3",0.1,0.063668134,2075
"Middle East","d4",0.1,0.066500749,2075
"Japan","d1",0.1,0.042122169,2075
"Taiwan","d1",0.1,0.047693907,2075
"Colombia","d5",0.1,0.069876621,2075
"Southeast Asia","d6",0.1,0.084283109,2075
"India","d7",0.1,0.093267722,2075
"Indonesia","d4",0.1,0.070772465,2075
"Africa_Western","d9",0.1,0.149310568,2075
"Central Asia","d6",0.1,0.093126431,2075
"Europe_Eastern","d2",0.1,0.06539005,2075
"South Africa","d6",0.1,0.06830994,2075
"Brazil","d6",0.1,0.080739209,2075
"South America_Southern","d4",0.1,0.063515105,2075
"Africa_Northern","d3",0.1,0.070054871,2075
"Argentina","d2",0.1,0.052269127,2075
"Middle East","d5",0.1,0.074086666,2075
"South America_Northern","d4",0.1,0.074406007,2075
"South Asia","d4",0.1,0.07140903,2075
"Europe_Non_EU","d3",0.1,0.059549397,2075
"Central America and Caribbean","d7",0.1,0.093044771,2075
"Mexico","d3",0.1,0.056032987,2075
"Canada","d1",0.1,0.043497415,2075
"Indonesia","d5",0.1,0.078495293,2075
"China","d2",0.1,0.055202148,2075
"Africa_Eastern","d10",0.1,0.299577891,2075
"Colombia","d6",0.1,0.080022354,2075
"Russia","d1",0.1,0.041411334,2075
"Africa_Northern","d4",0.1,0.077490345,2075
"South America_Northern","d5",0.1,0.081756804,2075
"Central Asia","d7",0.1,0.105490573,2075
"Europe_Eastern","d3",0.1,0.07520241,2075
"Australia_NZ","d1",0.1,0.041787107,2075
"South Asia","d5",0.1,0.07883496,2075
"Middle East","d6",0.1,0.083947169,2075
"India","d8",0.1,0.111798606,2075
"Brazil","d7",0.1,0.093861658,2075
"South America_Southern","d5",0.1,0.072901262,2075
"Southeast Asia","d7",0.1,0.101678059,2075
"Indonesia","d6",0.1,0.086966288,2075
"Mexico","d4",0.1,0.064203739,2075
"Africa_Northern","d5",0.1,0.084120339,2075
"Argentina","d3",0.1,0.06182643,2075
"USA","d2",0.1,0.046069834,2075
"Central America and Caribbean","d8",0.1,0.114393454,2075
"Europe_Non_EU","d4",0.1,0.067575122,2075
"South America_Northern","d6",0.1,0.089652018,2075
"South Africa","d7",0.1,0.084764108,2075
"Europe_Eastern","d4",0.1,0.082694289,2075
"South Asia","d6",0.1,0.086951396,2075
"Colombia","d7",0.1,0.09300809,2075
"China","d3",0.1,0.064848566,2075
"Africa_Northern","d6",0.1,0.091153452,2075
"Taiwan","d2",0.1,0.067130487,2075
"Africa_Western","d10",0.1,0.296398307,2075
"Central Asia","d8",0.1,0.122307808,2075
"Europe_Eastern","d5",0.1,0.088768194,2075
"EU-15","d2",0.1,0.059005171,2075
"Japan","d2",0.1,0.060391213,2075
"EU-12","d2",0.1,0.060826324,2075
"Indonesia","d7",0.1,0.097387187,2075
"Mexico","d5",0.1,0.07244519,2075
"Middle East","d7",0.1,0.096332478,2075
"South America_Northern","d7",0.1,0.099167454,2075
"Argentina","d4",0.1,0.070014247,2075
"Brazil","d8",0.1,0.11252297,2075
"Europe_Non_EU","d5",0.1,0.075557419,2075
"South Asia","d7",0.1,0.096947069,2075
"South America_Southern","d6",0.1,0.084099371,2075
"Africa_Northern","d7",0.1,0.099656863,2075
"Europe_Eastern","d6",0.1,0.095845313,2075
"China","d4",0.1,0.07293549,2075
"Central America and Caribbean","d9",0.1,0.16086074,2075
"USA","d3",0.1,0.055655692,2075
"Pakistan","d10",0.1,0.21547024,2075
"Southeast Asia","d8",0.1,0.132494968,2075
"Canada","d2",0.1,0.062192709,2075
"Middle East","d8",0.1,0.116919432,2075
"India","d9",0.1,0.145412524,2075
"European Free Trade Association","d1",0.1,0.046239379,2075
"Taiwan","d3",0.1,0.076779123,2075
"Central Asia","d9",0.1,0.14429925,2075
"Colombia","d8",0.1,0.111592105,2075
"Europe_Eastern","d7",0.1,0.103655477,2075
"Argentina","d5",0.1,0.078010194,2075
"Mexico","d6",0.1,0.081788552,2075
"South Korea","d1",0.1,0.046155799,2075
"Indonesia","d8",0.1,0.11181546,2075
"South America_Northern","d8",0.1,0.112097538,2075
"Japan","d3",0.1,0.070067626,2075
"Africa_Southern","d10",0.1,0.29934579,2075
"Africa_Northern","d8",0.1,0.111378687,2075
"Europe_Non_EU","d6",0.1,0.08444045,2075
"China","d5",0.1,0.080683957,2075
"Russia","d2",0.1,0.059486941,2075
"South Africa","d8",0.1,0.109276028,2075
"South Asia","d8",0.1,0.110841075,2075
"EU-12","d3",0.1,0.069933077,2075
"South America_Southern","d7",0.1,0.098498481,2075
"EU-15","d3",0.1,0.069979987,2075
"Australia_NZ","d2",0.1,0.059990376,2075
"Taiwan","d4",0.1,0.084102171,2075
"Europe_Eastern","d8",0.1,0.115576828,2075
"USA","d4",0.1,0.064269664,2075
"Argentina","d6",0.1,0.086815355,2075
"Japan","d4",0.1,0.077850743,2075
"Canada","d3",0.1,0.071973066,2075
"China","d6",0.1,0.089082726,2075
"Mexico","d7",0.1,0.093669244,2075
"Europe_Non_EU","d7",0.1,0.09571854,2075
"EU-12","d4",0.1,0.078900665,2075
"Taiwan","d5",0.1,0.090476053,2075
"Middle East","d9",0.1,0.157808163,2075
"Brazil","d9",0.1,0.146054887,2075
"South America_Southern","d8",0.1,0.113502873,2075
"EU-15","d4",0.1,0.078515228,2075
"Russia","d3",0.1,0.0691312,2075
"Africa_Northern","d9",0.1,0.132621503,2075
"South America_Northern","d9",0.1,0.135445825,2075
"Europe_Eastern","d9",0.1,0.135150094,2075
"Japan","d5",0.1,0.085030905,2075
"Central Asia","d10",0.1,0.218262263,2075
"Taiwan","d6",0.1,0.09685215,2075
"Australia_NZ","d3",0.1,0.06967202,2075
"Indonesia","d9",0.1,0.137998487,2075
"Argentina","d7",0.1,0.097650108,2075
"Canada","d4",0.1,0.079742512,2075
"USA","d5",0.1,0.073010357,2075
"China","d7",0.1,0.099248908,2075
"Southeast Asia","d9",0.1,0.170971677,2075
"South Asia","d9",0.1,0.136485137,2075
"Colombia","d9",0.1,0.145392817,2075
"Europe_Non_EU","d8",0.1,0.111436414,2075
"EU-15","d5",0.1,0.086581269,2075
"EU-12","d5",0.1,0.087398721,2075
"Taiwan","d7",0.1,0.103969587,2075
"Japan","d6",0.1,0.092579583,2075
"Russia","d4",0.1,0.076940829,2075
"Mexico","d8",0.1,0.110625386,2075
"Canada","d5",0.1,0.086820957,2075
"European Free Trade Association","d2",0.1,0.065454782,2075
"South America_Southern","d9",0.1,0.156876473,2075
"Australia_NZ","d4",0.1,0.077486012,2075
"South Korea","d2",0.1,0.065289308,2075
"USA","d6",0.1,0.082897232,2075
"EU-12","d6",0.1,0.095743848,2075
"Argentina","d8",0.1,0.112620306,2075
"Taiwan","d8",0.1,0.112920335,2075
"China","d8",0.1,0.113075164,2075
"Russia","d5",0.1,0.084192509,2075
"Japan","d7",0.1,0.101446075,2075
"EU-15","d6",0.1,0.09441547,2075
"South Africa","d9",0.1,0.154819803,2075
"Canada","d6",0.1,0.094170557,2075
"Australia_NZ","d5",0.1,0.084717787,2075
"Europe_Non_EU","d9",0.1,0.141053862,2075
"Southeast Asia","d10",0.1,0.273228339,2075
"European Free Trade Association","d3",0.1,0.075163166,2075
"EU-15","d7",0.1,0.104462261,2075
"Russia","d6",0.1,0.091861676,2075
"EU-12","d7",0.1,0.105196864,2075
"Canada","d7",0.1,0.102671449,2075
"South Korea","d3",0.1,0.074961045,2075
"Japan","d8",0.1,0.113169375,2075
"USA","d7",0.1,0.095343646,2075
"Australia_NZ","d6",0.1,0.092339882,2075
"Taiwan","d9",0.1,0.128706971,2075
"European Free Trade Association","d4",0.1,0.082582039,2075
"Mexico","d9",0.1,0.141904933,2075
"EU-12","d8",0.1,0.118484918,2075
"Russia","d7",0.1,0.10093001,2075
"China","d9",0.1,0.137615843,2075
"EU-15","d8",0.1,0.11615927,2075
"Argentina","d9",0.1,0.139430586,2075
"South Korea","d4",0.1,0.08242501,2075
"Canada","d8",0.1,0.113722617,2075
"Australia_NZ","d7",0.1,0.101313679,2075
"Europe_Eastern","d10",0.1,0.189544519,2075
"Central America and Caribbean","d10",0.1,0.299842373,2075
"European Free Trade Association","d5",0.1,0.089201092,2075
"South Korea","d5",0.1,0.089035022,2075
"Japan","d9",0.1,0.133863491,2075
"USA","d8",0.1,0.11286611,2075
"Russia","d8",0.1,0.113003097,2075
"EU-12","d9",0.1,0.138149157,2075
"Australia_NZ","d8",0.1,0.113204101,2075
"European Free Trade Association","d6",0.1,0.095921603,2075
"EU-15","d9",0.1,0.135541623,2075
"Europe_Non_EU","d10",0.1,0.28018377,2075
"South Korea","d6",0.1,0.095747401,2075
"Canada","d9",0.1,0.132957659,2075
"Africa_Northern","d10",0.1,0.229215578,2075
"India","d10",0.1,0.313443553,2075
"South America_Northern","d10",0.1,0.244078406,2075
"Middle East","d10",0.1,0.259520355,2075
"European Free Trade Association","d7",0.1,0.103643053,2075
"South Korea","d7",0.1,0.103356883,2075
"Russia","d9",0.1,0.134403134,2075
"Indonesia","d10",0.1,0.263767546,2075
"South America_Southern","d10",0.1,0.283150188,2075
"Australia_NZ","d9",0.1,0.134185372,2075
"European Free Trade Association","d8",0.1,0.11336371,2075
"South Korea","d8",0.1,0.113074708,2075
"Taiwan","d10",0.1,0.191369218,2075
"USA","d9",0.1,0.144186689,2075
"South Asia","d10",0.1,0.262779046,2075
"Brazil","d10",0.1,0.310954653,2075
"EU-12","d10",0.1,0.202063719,2075
"European Free Trade Association","d9",0.1,0.13067938,2075
"Colombia","d10",0.1,0.315244551,2075
"South Korea","d9",0.1,0.130181565,2075
"EU-15","d10",0.1,0.21241426,2075
"China","d10",0.1,0.249422454,2075
"Japan","d10",0.1,0.223478822,2075
"European Free Trade Association","d10",0.1,0.197751797,2075
"Canada","d10",0.1,0.212251057,2075
"Argentina","d10",0.1,0.265800064,2075
"Mexico","d10",0.1,0.300996423,2075
"South Africa","d10",0.1,0.399883183,2075
"Russia","d10",0.1,0.228639271,2075
"Australia_NZ","d10",0.1,0.225303665,2075
"South Korea","d10",0.1,0.199773259,2075
"USA","d10",0.1,0.295265577,2075
"Africa_Western","d1",0.1,0.030316396,2080
"Africa_Eastern","d1",0.1,0.030356315,2080
"Africa_Southern","d1",0.1,0.031903983,2080
"South Africa","d1",0.1,0.016220568,2080
"Africa_Eastern","d2",0.1,0.045793778,2080
"Africa_Southern","d2",0.1,0.046372478,2080
"India","d1",0.1,0.028362385,2080
"Africa_Eastern","d3",0.1,0.055159568,2080
"Central America and Caribbean","d1",0.1,0.029872985,2080
"Southeast Asia","d1",0.1,0.027563898,2080
"Africa_Western","d2",0.1,0.040299339,2080
"Pakistan","d1",0.1,0.044235941,2080
"Africa_Eastern","d4",0.1,0.063448248,2080
"Brazil","d1",0.1,0.02812876,2080
"Central Asia","d1",0.1,0.042859776,2080
"Africa_Southern","d3",0.1,0.056092326,2080
"Colombia","d1",0.1,0.028247169,2080
"Africa_Eastern","d5",0.1,0.072121852,2080
"Africa_Western","d3",0.1,0.053364979,2080
"South Africa","d2",0.1,0.027927493,2080
"South America_Southern","d1",0.1,0.031295206,2080
"Africa_Southern","d4",0.1,0.064635887,2080
"Southeast Asia","d2",0.1,0.040322856,2080
"Africa_Eastern","d6",0.1,0.081922005,2080
"India","d2",0.1,0.043302084,2080
"Pakistan","d2",0.1,0.062773442,2080
"Central America and Caribbean","d2",0.1,0.042861537,2080
"Africa_Western","d4",0.1,0.062941596,2080
"Africa_Southern","d5",0.1,0.073113267,2080
"Middle East","d1",0.1,0.035577543,2080
"Indonesia","d1",0.1,0.036622417,2080
"Africa_Eastern","d7",0.1,0.094297245,2080
"Africa_Southern","d6",0.1,0.08192272,2080
"Pakistan","d3",0.1,0.072299305,2080
"Brazil","d2",0.1,0.04317986,2080
"South Africa","d3",0.1,0.036822595,2080
"South America_Northern","d1",0.1,0.039649837,2080
"Africa_Western","d5",0.1,0.072279622,2080
"South Asia","d1",0.1,0.037659056,2080
"Europe_Non_EU","d1",0.1,0.034192793,2080
"India","d3",0.1,0.052689162,2080
"Central America and Caribbean","d3",0.1,0.052714915,2080
"Pakistan","d4",0.1,0.079781661,2080
"Mexico","d1",0.1,0.031485759,2080
"Africa_Southern","d7",0.1,0.093209442,2080
"Africa_Eastern","d8",0.1,0.112197634,2080
"Colombia","d2",0.1,0.043115185,2080
"Central Asia","d2",0.1,0.058470705,2080
"EU-12","d1",0.1,0.043338441,2080
"Southeast Asia","d3",0.1,0.049173093,2080
"Africa_Northern","d1",0.1,0.043182822,2080
"Pakistan","d5",0.1,0.086532997,2080
"Africa_Western","d6",0.1,0.083987092,2080
"India","d4",0.1,0.061285773,2080
"Brazil","d3",0.1,0.052696786,2080
"South America_Southern","d2",0.1,0.043661034,2080
"Central America and Caribbean","d4",0.1,0.060784744,2080
"South Africa","d4",0.1,0.045923691,2080
"Central Asia","d3",0.1,0.06670224,2080
"Argentina","d1",0.1,0.035563583,2080
"Pakistan","d6",0.1,0.093522663,2080
"Middle East","d2",0.1,0.050323149,2080
"Africa_Eastern","d9",0.1,0.148005079,2080
"Africa_Southern","d8",0.1,0.110625403,2080
"Europe_Eastern","d1",0.1,0.04817521,2080
"China","d1",0.1,0.037884743,2080
"Colombia","d3",0.1,0.052464688,2080
"Southeast Asia","d4",0.1,0.057185016,2080
"India","d5",0.1,0.070142799,2080
"Pakistan","d7",0.1,0.101642068,2080
"Indonesia","d2",0.1,0.053379687,2080
"USA","d1",0.1,0.030435199,2080
"Brazil","d4",0.1,0.061428694,2080
"South America_Northern","d2",0.1,0.057135244,2080
"Central Asia","d4",0.1,0.074744638,2080
"Central America and Caribbean","d5",0.1,0.069752519,2080
"Africa_Western","d7",0.1,0.097939432,2080
"South Asia","d2",0.1,0.054425097,2080
"Europe_Non_EU","d2",0.1,0.05022175,2080
"EU-15","d1",0.1,0.043048348,2080
"Southeast Asia","d5",0.1,0.068454105,2080
"South Africa","d5",0.1,0.056052591,2080
"Middle East","d3",0.1,0.059174724,2080
"Pakistan","d8",0.1,0.112298112,2080
"Colombia","d4",0.1,0.061036421,2080
"India","d6",0.1,0.080295392,2080
"Brazil","d5",0.1,0.070432523,2080
"Central Asia","d5",0.1,0.082368798,2080
"Indonesia","d3",0.1,0.06279517,2080
"Africa_Southern","d9",0.1,0.143821803,2080
"Mexico","d2",0.1,0.046847786,2080
"South America_Southern","d3",0.1,0.054151336,2080
"Africa_Northern","d2",0.1,0.061183749,2080
"Japan","d1",0.1,0.042122169,2080
"Africa_Western","d8",0.1,0.115786739,2080
"Taiwan","d1",0.1,0.047693907,2080
"Central America and Caribbean","d6",0.1,0.08043721,2080
"South America_Northern","d3",0.1,0.066610868,2080
"Middle East","d4",0.1,0.066439865,2080
"South Asia","d3",0.1,0.063668134,2080
"Central Asia","d6",0.1,0.092878274,2080
"Pakistan","d9",0.1,0.13144357,2080
"Colombia","d5",0.1,0.069876621,2080
"India","d7",0.1,0.093267722,2080
"Indonesia","d4",0.1,0.070772465,2080
"South Africa","d6",0.1,0.06830994,2080
"Brazil","d6",0.1,0.080739209,2080
"Southeast Asia","d6",0.1,0.084809536,2080
"Europe_Eastern","d2",0.1,0.065846557,2080
"South America_Southern","d4",0.1,0.064174604,2080
"Argentina","d2",0.1,0.052269128,2080
"Canada","d1",0.1,0.043497415,2080
"Africa_Northern","d3",0.1,0.070325465,2080
"Middle East","d5",0.1,0.074524011,2080
"South America_Northern","d4",0.1,0.074406007,2080
"Europe_Non_EU","d3",0.1,0.059481551,2080
"South Asia","d4",0.1,0.07140903,2080
"Central America and Caribbean","d7",0.1,0.093697707,2080
"Mexico","d3",0.1,0.056032987,2080
"China","d2",0.1,0.055202148,2080
"Africa_Western","d9",0.1,0.148417788,2080
"Russia","d1",0.1,0.041411334,2080
"Indonesia","d5",0.1,0.078495293,2080
"Australia_NZ","d1",0.1,0.041787107,2080
"Colombia","d6",0.1,0.080022354,2080
"Africa_Northern","d4",0.1,0.077549355,2080
"Central Asia","d7",0.1,0.105074635,2080
"South America_Northern","d5",0.1,0.081756804,2080
"Europe_Eastern","d3",0.1,0.075723463,2080
"USA","d2",0.1,0.046069834,2080
"Brazil","d7",0.1,0.093861658,2080
"South Asia","d5",0.1,0.07883496,2080
"South America_Southern","d5",0.1,0.073189602,2080
"Middle East","d6",0.1,0.084885635,2080
"India","d8",0.1,0.111798606,2080
"Argentina","d3",0.1,0.06182643,2080
"Mexico","d4",0.1,0.064203739,2080
"Indonesia","d6",0.1,0.086966288,2080
"Africa_Northern","d5",0.1,0.084287547,2080
"Europe_Non_EU","d4",0.1,0.067509167,2080
"South Africa","d7",0.1,0.084764108,2080
"Africa_Eastern","d10",0.1,0.296698276,2080
"Central America and Caribbean","d8",0.1,0.114586782,2080
"South America_Northern","d6",0.1,0.089652018,2080
"China","d3",0.1,0.064848566,2080
"Southeast Asia","d7",0.1,0.100793644,2080
"Europe_Eastern","d4",0.1,0.082998969,2080
"Central Asia","d8",0.1,0.11935072,2080
"South Asia","d6",0.1,0.086951396,2080
"Taiwan","d2",0.1,0.067130487,2080
"Colombia","d7",0.1,0.09300809,2080
"EU-15","d2",0.1,0.059177213,2080
"Japan","d2",0.1,0.060391213,2080
"Africa_Northern","d6",0.1,0.091327987,2080
"EU-12","d2",0.1,0.060765396,2080
"Europe_Eastern","d5",0.1,0.089191512,2080
"Argentina","d4",0.1,0.070014247,2080
"Indonesia","d7",0.1,0.097387187,2080
"Mexico","d5",0.1,0.07244519,2080
"South America_Northern","d7",0.1,0.099167453,2080
"USA","d3",0.1,0.055655692,2080
"Brazil","d8",0.1,0.11252297,2080
"Middle East","d7",0.1,0.096467753,2080
"Europe_Non_EU","d5",0.1,0.07551941,2080
"China","d4",0.1,0.07293549,2080
"South America_Southern","d6",0.1,0.0844982,2080
"South Asia","d7",0.1,0.096947069,2080
"Europe_Eastern","d6",0.1,0.096178075,2080
"Africa_Northern","d7",0.1,0.09967313,2080
"Canada","d2",0.1,0.062192709,2080
"Central America and Caribbean","d9",0.1,0.15711023,2080
"Central Asia","d9",0.1,0.141928737,2080
"Africa_Western","d10",0.1,0.294667017,2080
"Taiwan","d3",0.1,0.076779123,2080
"Southeast Asia","d8",0.1,0.130116844,2080
"South Korea","d1",0.1,0.0461558,2080
"European Free Trade Association","d1",0.1,0.046259219,2080
"Argentina","d5",0.1,0.078010194,2080
"Japan","d3",0.1,0.070067626,2080
"Russia","d2",0.1,0.059486941,2080
"Europe_Eastern","d7",0.1,0.103993622,2080
"India","d9",0.1,0.145412524,2080
"Mexico","d6",0.1,0.081788552,2080
"China","d5",0.1,0.080683957,2080
"Middle East","d8",0.1,0.117377006,2080
"Colombia","d8",0.1,0.111592105,2080
"South America_Northern","d8",0.1,0.112097538,2080
"Europe_Non_EU","d6",0.1,0.084387055,2080
"Indonesia","d8",0.1,0.11181546,2080
"EU-12","d3",0.1,0.069860251,2080
"Australia_NZ","d2",0.1,0.059990376,2080
"Pakistan","d10",0.1,0.21547024,2080
"South Africa","d8",0.1,0.109276028,2080
"Africa_Northern","d8",0.1,0.111203558,2080
"USA","d4",0.1,0.064269664,2080
"EU-15","d3",0.1,0.070186246,2080
"South America_Southern","d7",0.1,0.097249695,2080
"Taiwan","d4",0.1,0.084102171,2080
"South Asia","d8",0.1,0.110841075,2080
"Europe_Eastern","d8",0.1,0.115319353,2080
"Argentina","d6",0.1,0.086815355,2080
"Japan","d4",0.1,0.077850743,2080
"Canada","d3",0.1,0.071973066,2080
"Africa_Southern","d10",0.1,0.298302691,2080
"China","d6",0.1,0.089082726,2080
"Taiwan","d5",0.1,0.090476052,2080
"EU-12","d4",0.1,0.078937395,2080
"Europe_Non_EU","d7",0.1,0.095713823,2080
"Mexico","d7",0.1,0.093669244,2080
"Russia","d3",0.1,0.0691312,2080
"EU-15","d4",0.1,0.078607003,2080
"Brazil","d9",0.1,0.146054886,2080
"USA","d5",0.1,0.073010357,2080
"Middle East","d9",0.1,0.157400957,2080
"Central Asia","d10",0.1,0.215621479,2080
"South America_Southern","d8",0.1,0.113950035,2080
"Japan","d5",0.1,0.085030905,2080
"Australia_NZ","d3",0.1,0.06967202,2080
"Taiwan","d6",0.1,0.09685215,2080
"Canada","d4",0.1,0.079742512,2080
"South America_Northern","d9",0.1,0.135445824,2080
"Argentina","d7",0.1,0.097650107,2080
"Africa_Northern","d9",0.1,0.132171705,2080
"Europe_Eastern","d9",0.1,0.133029968,2080
"China","d7",0.1,0.099248908,2080
"Indonesia","d9",0.1,0.137998487,2080
"Southeast Asia","d9",0.1,0.171359417,2080
"EU-15","d5",0.1,0.086530927,2080
"Europe_Non_EU","d8",0.1,0.111512088,2080
"Russia","d4",0.1,0.076940829,2080
"Taiwan","d7",0.1,0.103969587,2080
"Japan","d6",0.1,0.092579583,2080
"EU-12","d5",0.1,0.087517816,2080
"South Asia","d9",0.1,0.136485137,2080
"Colombia","d9",0.1,0.145392816,2080
"Canada","d5",0.1,0.086820957,2080
"Australia_NZ","d4",0.1,0.077486012,2080
"USA","d6",0.1,0.082897232,2080
"Mexico","d8",0.1,0.110625386,2080
"European Free Trade Association","d2",0.1,0.065477657,2080
"South Korea","d2",0.1,0.065289308,2080
"South America_Southern","d9",0.1,0.154604779,2080
"Taiwan","d8",0.1,0.112920335,2080
"China","d8",0.1,0.113075164,2080
"Argentina","d8",0.1,0.112620306,2080
"Russia","d5",0.1,0.084192509,2080
"EU-12","d6",0.1,0.095749543,2080
"EU-15","d6",0.1,0.094459158,2080
"Japan","d7",0.1,0.101446075,2080
"Canada","d6",0.1,0.094170557,2080
"Australia_NZ","d5",0.1,0.084717787,2080
"South Africa","d9",0.1,0.154819803,2080
"Europe_Non_EU","d9",0.1,0.141141335,2080
"European Free Trade Association","d3",0.1,0.075199641,2080
"USA","d7",0.1,0.095343646,2080
"Russia","d6",0.1,0.091861676,2080
"EU-15","d7",0.1,0.104371168,2080
"Canada","d7",0.1,0.102671449,2080
"EU-12","d7",0.1,0.105242478,2080
"South Korea","d3",0.1,0.074961045,2080
"Australia_NZ","d6",0.1,0.092339882,2080
